path,line,metric_name_as_stored,definition,unit,center_statistic,aggregation_level,duration,sampling_frame_rate,experimental_simulation_unit,source_type,compatible_canonical_metric,conversion_allowed,conversion_reason,ambiguity_status
docs/healthy_baseline_methods_and_evidence.md,38,displacement,"4. Thorax displacement, walking speed và path length lớn hơn 0.",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/healthy_baseline_methods_and_evidence.md,38,speed,"4. Thorax displacement, walking speed và path length lớn hơn 0.",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/healthy_baseline_methods_and_evidence.md,61,speed,"- `key_metrics_by_seed.png`: speed, displacement, path length và efficiency.",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/healthy_baseline_methods_and_evidence.md,61,displacement,"- `key_metrics_by_seed.png`: speed, displacement, path length và efficiency.",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/healthy_baseline_methods_and_evidence.md,77,speed,"| Walking speed (mm/s) | 3,05149 | 0,262925 | 0,117583 | 2,84231 - 3,26067 |",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/healthy_baseline_methods_and_evidence.md,78,displacement,"| Thorax planar displacement (mm) | 0,849975 | 0,049747 | 0,022248 | 0,812204 - 0,888016 |",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14a_pozo_holdout_protocol_report.md,20,distance_traveled_mm,- Metric: `distance_traveled_mm`.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,distance_traveled_mm,false,canonical metric token,EXACTLY_DEFINED
docs/holdout/gate_14a_pozo_holdout_protocol_report.md,25,speed,- Đây không phải speed target và không được chuyển distance thành speed.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/holdout/gate_14a_pozo_holdout_protocol_report.md,25,distance,- Đây không phải speed target và không được chuyển distance thành speed.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14a_pozo_holdout_protocol_report.md,25,speed,- Đây không phải speed target và không được chuyển distance thành speed.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/holdout/gate_14a_pozo_holdout_protocol_report.md,29,distance,- Control distance: 323.326 mm.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14a_pozo_holdout_protocol_report.md,31,distance,- Primary endpoint Gate 14B: `distance_ratio_to_control`.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14a_pozo_holdout_protocol_report.md,34,distance,Absolute distance của paper chỉ là reference-only vì thời lượng assay và scale,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14b_pozo_holdout_validation_report.md,20,distance_traveled_mm,- Metric: `distance_traveled_mm`.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,distance_traveled_mm,false,canonical metric token,EXACTLY_DEFINED
docs/holdout/gate_14b_pozo_holdout_validation_report.md,27,speed,- Đây không phải speed target; không chuyển distance thành speed.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/holdout/gate_14b_pozo_holdout_validation_report.md,27,distance,- Đây không phải speed target; không chuyển distance thành speed.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14b_pozo_holdout_validation_report.md,27,speed,- Đây không phải speed target; không chuyển distance thành speed.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/holdout/gate_14b_pozo_holdout_validation_report.md,46,distance,- Mean distance control: `1.66678980695` mm.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14b_pozo_holdout_validation_report.md,47,distance,- Mean distance holdout: `1.57846176434` mm.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14b_pozo_holdout_validation_report.md,48,distance,- Simulated distance ratio: `0.94700708977`.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14b_pozo_holdout_validation_report.md,51,distance,"- Absolute distance error: `60.51253823566` mm, reference-only (`62.091 - 1.57846176434`); không dùng để kết luận concordance vì khác biệt scale/thời lượng assay.",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14b_pozo_holdout_validation_report.md,69,distance,wet-lab. Absolute distance chỉ là reference-only vì scale/thời lượng assay và,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14b_pozo_holdout_validation_report.md,77,distance,- Không đổi distance thành speed hoặc spread thành SD/SE.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14b_pozo_holdout_validation_report.md,77,speed,- Không đổi distance thành speed hoặc spread thành SD/SE.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/holdout/gate_14c_holdout_adjudication_report.md,27,distance,- Control distance: `1.66679 mm`.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14c_holdout_adjudication_report.md,28,distance,- Holdout distance: `1.57846 mm`.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14c_holdout_adjudication_report.md,29,distance,- Simulated distance ratio: `0.9470`.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_14c_holdout_adjudication_report.md,31,distance,- Directionality: `PASS` (`burden 0.5` làm distance giảm so với `burden 0.0`).,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_23_pozo_holdout_validation_report.md,12,distance_traveled_mm,- Endpoint duy nhất: `distance_traveled_mm`.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,distance_traveled_mm,false,canonical metric token,EXACTLY_DEFINED
docs/holdout/gate_23_pozo_holdout_validation_report.md,13,distance,- Không chuyển distance thành speed.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/holdout/gate_23_pozo_holdout_validation_report.md,13,speed,- Không chuyển distance thành speed.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/limitations.md,9,distance,6. Pozo absolute distance chỉ có vai trò `reference-only` vì scale và thời,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/literature_constrained_pipeline.md,51,speed,- `physical_unit_conversion`: chỉ đổi đơn vị vật lý trong cùng họ speed/velocity,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/literature_constrained_pipeline.md,53,distance,- Không đổi distance thành speed.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/literature_constrained_pipeline.md,53,speed,- Không đổi distance thành speed.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/literature_constrained_pipeline.md,55,activity_time_s,"- `activity_time_s`, `climbing_score` và `DAM_activity` hiện là",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,activity_time_s,false,canonical metric token,EXACTLY_DEFINED
docs/literature_constrained_pipeline.md,55,climbing,"- `activity_time_s`, `climbing_score` và `DAM_activity` hiện là",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/literature_constrained_pipeline.md,55,activity,"- `activity_time_s`, `climbing_score` và `DAM_activity` hiện là",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/literature_second_review.md,21,activity,"- Parkin là DAM beam-break activity, không phải walking speed; không được quy đổi tự động.",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/literature_second_review.md,21,speed,"- Parkin là DAM beam-break activity, không phải walking speed; không được quy đổi tự động.",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/literature_to_publication_pipeline.md,65,gait,"Chỉ primary data mới có thể làm evidence phenotype. Review, paper gait người và tài liệu IEEE ngoài lĩnh vực không đưa vào disease calibration corpus. Paper phương pháp như NeuroMechFly, CPG hoặc walking direction chỉ hỗ trợ cách hiểu contr",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,gait_concurrency,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/literature_to_publication_pipeline.md,73,climbing,"Một phenotype không chuyển được endpoint hoặc đơn vị thì giữ `VALIDATION_ONLY`/`NOT_COMPARABLE`. Ví dụ climbing, flight, survival và DAM beam-break không tự động thành `mean_planar_speed_mm_s`. Median không được đưa vào cột mean; distance k",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/literature_to_publication_pipeline.md,73,mean_planar_speed_mm_s,"Một phenotype không chuyển được endpoint hoặc đơn vị thì giữ `VALIDATION_ONLY`/`NOT_COMPARABLE`. Ví dụ climbing, flight, survival và DAM beam-break không tự động thành `mean_planar_speed_mm_s`. Median không được đưa vào cột mean; distance k",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,mean_planar_speed_mm_s,false,canonical metric token,EXACTLY_DEFINED
docs/literature_to_publication_pipeline.md,73,distance,"Một phenotype không chuyển được endpoint hoặc đơn vị thì giữ `VALIDATION_ONLY`/`NOT_COMPARABLE`. Ví dụ climbing, flight, survival và DAM beam-break không tự động thành `mean_planar_speed_mm_s`. Median không được đưa vào cột mean; distance k",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/literature_to_publication_pipeline.md,73,speed,"Một phenotype không chuyển được endpoint hoặc đơn vị thì giữ `VALIDATION_ONLY`/`NOT_COMPARABLE`. Ví dụ climbing, flight, survival và DAM beam-break không tự động thành `mean_planar_speed_mm_s`. Median không được đưa vào cột mean; distance k",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/literature_to_publication_pipeline.md,94,climbing,"Không fit vào climbing/DAM nếu endpoint tương ứng chưa có trong simulation. Loss có thể báo RMSE, MAE, cosine hoặc Huber theo kế hoạch đã khóa; không chọn metric/loss sau khi thấy kết quả có lợi.",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/final_publication_pipeline_vi.md,113,speed,| Adult horizontal walking speed/velocity | Có thể calibration nếu target và transfer được duyệt |,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/manuscript/final_publication_pipeline_vi.md,114,Distance,| Distance/path length | Holdout distance riêng; không đổi thành speed |,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/final_publication_pipeline_vi.md,114,distance,| Distance/path length | Holdout distance riêng; không đổi thành speed |,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/final_publication_pipeline_vi.md,114,speed,| Distance/path length | Holdout distance riêng; không đổi thành speed |,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/manuscript/final_publication_pipeline_vi.md,115,Climbing,| Climbing/negative geotaxis | Validation-only cho tới khi có virtual assay riêng |,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/final_publication_pipeline_vi.md,115,geotaxis,| Climbing/negative geotaxis | Validation-only cho tới khi có virtual assay riêng |,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,geotactic_index,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/final_publication_pipeline_vi.md,116,activity,| DAM activity | Validation-only hoặc not comparable với walking speed |,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/final_publication_pipeline_vi.md,116,speed,| DAM activity | Validation-only hoặc not comparable với walking speed |,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/manuscript/final_publication_pipeline_vi.md,149,displacement,- locomotion có displacement/path length;,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/final_publication_pipeline_vi.md,200,distance_traveled_mm,"Pozo phải được giữ ngoài calibration. Nếu dùng `distance_traveled_mm`, chỉ so sánh",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,distance_traveled_mm,false,canonical metric token,EXACTLY_DEFINED
docs/manuscript/final_publication_pipeline_vi.md,201,distance,distance/path-length với virtual distance.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/final_publication_pipeline_vi.md,201,distance,distance/path-length với virtual distance.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/final_publication_pipeline_vi.md,231,mean_planar_speed_mm_s,- `mean_planar_speed_mm_s`;,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,mean_planar_speed_mm_s,false,canonical metric token,EXACTLY_DEFINED
docs/manuscript/final_publication_pipeline_vi.md,232,distance_traveled_mm,- `distance_traveled_mm`;,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,distance_traveled_mm,false,canonical metric token,EXACTLY_DEFINED
docs/manuscript/final_publication_pipeline_vi.md,233,displacement,- net planar displacement;,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/final_publication_pipeline_vi.md,238,heading,- heading variance;,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,heading_change,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/project_concept_vi.md,100,distance,"- đổi distance, climbing, DAM activity hoặc flight thành walking speed;",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/project_concept_vi.md,100,climbing,"- đổi distance, climbing, DAM activity hoặc flight thành walking speed;",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/project_concept_vi.md,100,activity,"- đổi distance, climbing, DAM activity hoặc flight thành walking speed;",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/project_concept_vi.md,100,speed,"- đổi distance, climbing, DAM activity hoặc flight thành walking speed;",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/manuscript/project_concept_vi.md,107,displacement,"policy. Kiểm tra timestamp, NaN/Inf, contact, thorax displacement, joint/action",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/project_concept_vi.md,119,speed,"Chen adult horizontal walking speed là calibration objective khi target, unit,",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/manuscript/project_concept_vi.md,126,distance_traveled_mm,Pozo `distance_traveled_mm` được dùng riêng như holdout distance/path-length.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,distance_traveled_mm,false,canonical metric token,EXACTLY_DEFINED
docs/manuscript/project_concept_vi.md,126,distance,Pozo `distance_traveled_mm` được dùng riêng như holdout distance/path-length.,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/project_concept_vi.md,127,speed,Không chuyển endpoint này thành speed và không dùng nó để tune calibration. Báo cáo,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/manuscript/project_concept_vi.md,134,mean_planar_speed_mm_s,- `mean_planar_speed_mm_s`;,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,mean_planar_speed_mm_s,false,canonical metric token,EXACTLY_DEFINED
docs/manuscript/project_concept_vi.md,135,distance_traveled_mm,- `distance_traveled_mm`;,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,distance_traveled_mm,false,canonical metric token,EXACTLY_DEFINED
docs/manuscript/project_concept_vi.md,136,displacement,- net planar displacement;,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/project_concept_vi.md,141,heading,- heading và heading variance;,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,heading_change,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/project_concept_vi.md,141,heading,- heading và heading variance;,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,heading_change,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/manuscript/project_concept_vi.md,211,climbing,climbing/flight/DAM/tremor vẫn là capability hoặc provenance gap nếu chưa được,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,climbing_success_fraction,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/movement/gate_18_movement_verified_rollout_report.md,19,speed,--video-playback-speed 1.0 --video-camera-mode tracking `,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/movement/gate_18_movement_verified_rollout_report.md,30,displacement,| Thorax displacement | PASS | 20.3336 mm trên mặt phẳng XY |,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/movement/gate_18_movement_verified_rollout_report.md,32,speed,| Walking speed trung bình | PASS | 2.73835 mm/s |,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/pipeline/step_03_neural_perturbation_runtime_vi.md,14,activity,perturbed neural activity,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,REQUIRES_SOURCE_REVIEW,false,requires endpoint definition and assay context,PAPER_NATIVE_TERM
docs/pre_disease_readiness_audit.md,37,speed,"| Riemensperger 2011 | Pending; median speed, thiếu numeric spread tương thích | Không dùng cho mean speed |",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
docs/pre_disease_readiness_audit.md,37,speed,"| Riemensperger 2011 | Pending; median speed, thiếu numeric spread tương thích | Không dùng cho mean speed |",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,documentation,,false,generic speed token,AMBIGUOUS_REQUIRES_REVIEW
